id,name,province,province_code,postcode_area,type,map_reference,latitude,longitude,census_division,area_code,time_zone
9714,Big Lots,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.41351,-64.40811,Lunenburg,902,America/Halifax
9715,Big Marsh,Nova Scotia,NS,B0E,Unincorporated area,011F14,45.89318,-61.20333,Inverness,902,America/Halifax
9716,Big Marsh,Nova Scotia,NS,B2G,Unincorporated area,011E09,45.73299,-62.01234,Antigonish,902,America/Halifax
9717,Big Molly Upsim Lake,Nova Scotia,NS,B0S,Unincorporated area,021A11,44.67039,-65.01880,Annapolis,902,America/Halifax
9718,Bigney,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.72955,-63.00616,Pictou,902,America/Halifax
9719,Big Pond,Nova Scotia,NS,B1J,Unincorporated area,011F15,45.92055,-60.52293,Cape Breton,902,America/Glace_Bay
9720,Big Pond Centre,Nova Scotia,NS,B1J,Unincorporated area,011F15,45.88749,-60.57575,Cape Breton,902,America/Glace_Bay
9721,Big Ridge,Nova Scotia,NS,B1K,Unincorporated area,011F16,45.94979,-60.21877,Cape Breton,902,America/Glace_Bay
9722,Big Ridge South,Nova Scotia,NS,B1K,Unincorporated area,011F16,45.92826,-60.23256,Cape Breton,902,America/Glace_Bay
9723,Big Tracadie,Nova Scotia,NS,B0H,Unincorporated area,011F12,45.61931,-61.63517,Antigonish,902,America/Halifax
9724,Billtown,Nova Scotia,NS,B0P,Unincorporated area,021H02,45.12296,-64.57238,Kings,902,America/Halifax
9725,Birch Cove,Nova Scotia,NS,B3M,Unincorporated area,011D12,44.68402,-63.66530,Halifax,902,America/Halifax
9726,Birch Grove,Nova Scotia,NS,B1B,Unincorporated area,011J04,46.12179,-59.95266,Cape Breton,902,America/Glace_Bay
9727,Birch Hill,Nova Scotia,NS,B0M,Unincorporated area,011E05,45.40671,-63.76778,Colchester,902,America/Halifax
9728,Birch Hill,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.20470,-63.17907,Colchester,902,America/Halifax
9729,Birch Plain,Nova Scotia,NS,B0C,Unincorporated area,011K09,46.50535,-60.43431,Victoria,902,America/Halifax
9730,Birchtown,Nova Scotia,NS,B0T,Unincorporated area,020P11,43.74456,-65.38238,Shelburne,902,America/Halifax
9731,Birchwood,Nova Scotia,NS,B0M,Unincorporated area,011E12,45.70426,-63.78653,Cumberland,902,America/Halifax
9732,Birchy Head,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.57511,-64.04380,Lunenburg,902,America/Halifax
9733,Bishopville,Nova Scotia,NS,B0P,Unincorporated area,021H01,45.02119,-64.25324,Kings,902,America/Halifax
9734,Black Avon,Nova Scotia,NS,B0H,Unincorporated area,011F12,45.54175,-61.78858,Antigonish,902,America/Halifax
9735,Black Brook,Nova Scotia,NS,B1B,Unincorporated area,011J04,46.10528,-59.90867,Cape Breton,902,America/Glace_Bay
9736,Black Brook,Nova Scotia,NS,B1Y,Unincorporated area,011K01,46.21717,-60.43157,Cape Breton,902,America/Glace_Bay
9737,Black Brook,Nova Scotia,NS,B2H,Unincorporated area,011E08,45.44061,-62.16839,Pictou,902,America/Halifax
9738,Blacketts Lake,Nova Scotia,NS,B1L,Unincorporated area,011K01,46.06658,-60.32432,Cape Breton,902,America/Glace_Bay
9739,Black Georges Savannah,Nova Scotia,NS,B0W,Unincorporated area,020P12,43.65328,-65.65906,Yarmouth,902,America/Halifax
9740,Black Point,Nova Scotia,NS,B0C,Unincorporated area,011N02,47.02014,-60.52474,Victoria,902,America/Halifax
9741,Black Point,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.66643,-62.56250,Pictou,902,America/Halifax
9742,Black Point,Nova Scotia,NS,B3Z,Unincorporated area,011D12,44.65154,-63.98142,Halifax,902,America/Halifax
9743,Black River,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.12783,-61.33746,Inverness,902,America/Halifax
9744,Black River,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.66887,-62.98028,Pictou,902,America/Halifax
9745,Black River,Nova Scotia,NS,B4P,Unincorporated area,021H01,45.00859,-64.41085,Kings,902,America/Halifax
9746,Black River Lake,Nova Scotia,NS,B4P,Unincorporated area,021A16,44.97835,-64.37963,Kings,902,America/Halifax
9747,Black River Road,Nova Scotia,NS,B0M,Unincorporated area,011E12,45.72414,-63.93376,Cumberland,902,America/Halifax
9748,Black Rock,Nova Scotia,NS,B0M,Unincorporated area,021H08,45.37739,-64.41732,Cumberland,902,America/Halifax
9749,Black Rock,Nova Scotia,NS,B0P,Unincorporated area,021H02,45.17002,-64.76089,Kings,902,America/Halifax
9750,Black Rock,Nova Scotia,NS,B1X,Unincorporated area,011K08,46.29355,-60.40021,Victoria,902,America/Halifax
9751,Black Rock,Nova Scotia,NS,B6L,Unincorporated area,011E06,45.32015,-63.47686,Colchester,902,America/Halifax
9752,Blackstone,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.12980,-61.30515,Inverness,902,America/Halifax
9753,Blanchard Road,Nova Scotia,NS,B2H,Unincorporated area,011E08,45.47155,-62.47960,Pictou,902,America/Halifax
9754,Blanche,Nova Scotia,NS,B0W,Unincorporated area,020P11,43.50459,-65.40585,Shelburne,902,America/Halifax
9755,Blandford,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.49314,-64.10997,Lunenburg,902,America/Halifax
9756,Blanket Hill,Nova Scotia,NS,B0S,Unincorporated area,021A11,44.68005,-65.08999,Annapolis,902,America/Halifax
9757,Blind Bay,Nova Scotia,NS,B3Z,Unincorporated area,011D12,44.52428,-63.82442,Halifax,902,America/Halifax
9758,Blockhouse,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.44746,-64.41287,Lunenburg,902,America/Halifax
9759,Blomidon,Nova Scotia,NS,B0P,Unincorporated area,021H01,45.22744,-64.36309,Kings,902,America/Halifax
9760,Bloomfield,Nova Scotia,NS,B0V,Unincorporated area,021A12,44.52932,-65.82466,Digby,902,America/Halifax
9761,Bloomington,Nova Scotia,NS,B0S,Unincorporated area,021A14,44.85400,-64.99432,Annapolis,902,America/Halifax
9762,Blue Mountain,Nova Scotia,NS,B2H,Unincorporated area,011E08,45.48707,-62.43998,Pictou,902,America/Halifax
9763,Blue Mountain,Nova Scotia,NS,B4N,Unincorporated area,021A15,44.87121,-64.52649,Kings,902,America/Halifax
9764,Blue Rocks,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.35626,-64.24235,Lunenburg,902,America/Halifax
9765,Blue Sac Road,Nova Scotia,NS,B0M,Unincorporated area,021H08,45.41079,-64.10726,Cumberland,902,America/Halifax
9766,Blue Sea Corner,Nova Scotia,NS,B0K,Unincorporated area,011E14,45.79224,-63.30050,Cumberland,902,America/Halifax
9767,Blues Mills,Nova Scotia,NS,B0E,Unincorporated area,011F14,45.92427,-61.19901,Inverness,902,America/Halifax
9768,Boisdale,Nova Scotia,NS,B1Y,Unincorporated area,011K02,46.09613,-60.50836,Cape Breton,902,America/Glace_Bay
9769,Borgels Point,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.55444,-64.30738,Lunenburg,902,America/Halifax
9770,Borneo,Nova Scotia,NS,B0H,Unincorporated area,011F05,45.28501,-61.90810,Guysborough,902,America/Halifax
9771,Boudreauville,Nova Scotia,NS,B0E,Unincorporated area,011F10,45.50111,-60.96674,Richmond,902,America/Halifax
9772,Boularderie,Nova Scotia,NS,B1X,Unincorporated area,011K02,46.16356,-60.56803,Victoria,902,America/Halifax
9773,Boularderie Centre,Nova Scotia,NS,B1X,Unincorporated area,011K02,46.19488,-60.52295,Victoria,902,America/Halifax
9774,Boularderie East,Nova Scotia,NS,B1X,Unincorporated area,011K01,46.23121,-60.47983,Victoria,902,America/Halifax
9775,Boularderie West,Nova Scotia,NS,B1Y,Unincorporated area,011K01,46.17891,-60.47676,Cape Breton,902,America/Glace_Bay
9776,Boulderwood,Nova Scotia,NS,B3P,Unincorporated area,011D12,44.62362,-63.59524,Halifax,902,America/Halifax
9777,Boutiliers Point,Nova Scotia,NS,B3Z,Unincorporated area,011D12,44.66279,-63.94621,Halifax,902,America/Halifax
9778,Boylston,Nova Scotia,NS,B0H,Unincorporated area,011F05,45.43565,-61.50462,Guysborough,902,America/Halifax
9779,Braeshore,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.70848,-62.65124,Pictou,902,America/Halifax
9780,Bramber,Nova Scotia,NS,B0N,Unincorporated area,021H01,45.18217,-64.14566,Hants,902,America/Halifax
9781,Branch LaHave,Nova Scotia,NS,B4V,Unincorporated area,021A07,44.44492,-64.62529,Lunenburg,902,America/Halifax
9782,Bras d'Or,Nova Scotia,NS,B1Y,Unincorporated area,011K01,46.25328,-60.28947,Cape Breton,902,America/Glace_Bay
9783,Brass Hill,Nova Scotia,NS,B0W,Unincorporated area,020P12,43.55245,-65.60074,Shelburne,902,America/Halifax
9784,Brazil Lake,Nova Scotia,NS,B0W,Unincorporated area,020O16,43.99120,-66.00191,Yarmouth,902,America/Halifax
9785,Breac Brook,Nova Scotia,NS,B1J,Unincorporated area,011F15,45.91233,-60.51225,Cape Breton,902,America/Glace_Bay
9786,Brenton,Nova Scotia,NS,B0W,Unincorporated area,020O16,43.96752,-66.04716,Yarmouth,902,America/Halifax
9787,Brentwood,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.22242,-63.28973,Colchester,902,America/Halifax
9788,Breton Cove,Nova Scotia,NS,B0C,Unincorporated area,011K08,46.45741,-60.46379,Victoria,902,America/Halifax
9789,Briar Lake,Nova Scotia,NS,B0W,Unincorporated area,021A04,44.14406,-65.96987,Digby,902,America/Halifax
9790,Brickton,Nova Scotia,NS,B0S,Unincorporated area,021A14,44.90893,-65.12412,Annapolis,902,America/Halifax
9791,Brickyard Road,Nova Scotia,NS,B1K,Unincorporated area,011K01,46.02696,-60.02892,Cape Breton,902,America/Glace_Bay
9792,Bridgeport,Nova Scotia,NS,B1A,Unincorporated area,011J04,46.20733,-59.99341,Cape Breton,902,America/Glace_Bay
9793,Bridgetown,Nova Scotia,NS,B0S,Unincorporated area,021A14,44.84158,-65.29121,Annapolis,902,America/Halifax
9794,Bridgetown East,Nova Scotia,NS,B0S,Unincorporated area,021A14,44.85519,-65.24617,Annapolis,902,America/Halifax
9795,Bridgetown North,Nova Scotia,NS,B0S,Unincorporated area,021A14,44.85301,-65.29587,Annapolis,902,America/Halifax
9796,Bridgeview,Nova Scotia,NS,B3M,Unincorporated area,011D12,44.67125,-63.65586,Halifax,902,America/Halifax
9797,Bridgeville,Nova Scotia,NS,B0K,Unincorporated area,011E07,45.43408,-62.60825,Pictou,902,America/Halifax
9798,Bridgewater,Nova Scotia,NS,B4V,Town,021A07,44.37750,-64.51861,Lunenburg,902,America/Halifax
9799,Brierly Brook,Nova Scotia,NS,B2G,Unincorporated area,011E09,45.60826,-62.06715,Antigonish,902,America/Halifax
9800,Brierly Brook Back Road,Nova Scotia,NS,B2G,Unincorporated area,011E09,45.64453,-62.02745,Antigonish,902,America/Halifax
9801,Brighton,Nova Scotia,NS,B0V,Unincorporated area,021A12,44.55650,-65.85429,Digby,902,America/Halifax
9802,Broad Cove,Nova Scotia,NS,B0E,Unincorporated area,011K06,46.27072,-61.23462,Inverness,902,America/Halifax
9803,Broad Cove,Nova Scotia,NS,B0J,Unincorporated area,021A01,44.18209,-64.48410,Lunenburg,902,America/Halifax
9804,Broad Cove Banks,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.22092,-61.32173,Inverness,902,America/Halifax
9805,Broad Cove Chapel,Nova Scotia,NS,B0E,Unincorporated area,011K06,46.25503,-61.26847,Inverness,902,America/Halifax
9806,Broad Cove Marsh,Nova Scotia,NS,B0E,Unincorporated area,011K06,46.29391,-61.25675,Inverness,902,America/Halifax
9807,Broadway,Nova Scotia,NS,B0K,Unincorporated area,011E09,45.57517,-62.36234,Pictou,902,America/Halifax
9808,Brookdale,Nova Scotia,NS,B4H,Unincorporated area,021H16,45.80460,-64.16107,Cumberland,902,America/Halifax
9809,Brookfield,Nova Scotia,NS,B0N,Unincorporated area,011E06,45.25427,-63.27710,Colchester,902,America/Halifax
9810,Brookland,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.55310,-62.92798,Pictou,902,America/Halifax
9811,Brooklyn,Nova Scotia,NS,B0J,Unincorporated area,021A02,44.04855,-64.68868,Queens,902,America/Halifax
9812,Brooklyn,Nova Scotia,NS,B0N,Unincorporated area,021H01,45.00604,-64.01008,Hants,902,America/Halifax
9813,Brooklyn,Nova Scotia,NS,B0S,Unincorporated area,021A14,44.94081,-65.11745,Annapolis,902,America/Halifax
9814,Brooklyn,Nova Scotia,NS,B5A,Unincorporated area,020O16,43.86488,-66.07618,Yarmouth,902,America/Halifax
9815,Brooklyn Corner,Nova Scotia,NS,B4N,Unincorporated area,021H02,45.08849,-64.57792,Kings,902,America/Halifax
9816,Brook Road,Nova Scotia,NS,B0K,Unincorporated area,011E11,45.72453,-63.07403,Pictou,902,America/Halifax
9817,Brookside,Nova Scotia,NS,B2N,Unincorporated area,011E06,45.38831,-63.25907,Colchester,902,America/Halifax
9818,Brookside,Nova Scotia,NS,B3T,Unincorporated area,011D12,44.54021,-63.71478,Halifax,902,America/Halifax
9819,Brookvale,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.02782,-63.10782,Halifax,902,America/Halifax
9820,Brook Village,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.05127,-61.30017,Inverness,902,America/Halifax
9821,Brookville,Nova Scotia,NS,B0K,Unincorporated area,011E07,45.49024,-62.58140,Pictou,902,America/Halifax
9822,Brookville,Nova Scotia,NS,B0M,Unincorporated area,021H07,45.40313,-64.59606,Cumberland,902,America/Halifax
9823,Brophy,Nova Scotia,NS,B2G,Unincorporated area,011F12,45.73889,-61.94349,Antigonish,902,America/Halifax
9824,Broughton,Nova Scotia,NS,B1K,Unincorporated area,011J04,46.08263,-59.97182,Cape Breton,902,America/Glace_Bay
9825,Browns Mountain,Nova Scotia,NS,B2G,Unincorporated area,011E09,45.63993,-62.14651,Antigonish,902,America/Halifax
9826,Browns Point,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.67162,-62.73272,Pictou,902,America/Halifax
9827,Brownsville,Nova Scotia,NS,B0K,Unincorporated area,011E09,45.64540,-62.39183,Pictou,902,America/Halifax
9828,Brow of the Mountain,Nova Scotia,NS,B0P,Unincorporated area,021H02,45.16312,-64.56828,Kings,902,America/Halifax
9829,Brule,Nova Scotia,NS,B0K,Unincorporated area,011E11,45.73965,-63.17862,Colchester,902,America/Halifax
9830,Brule Corner,Nova Scotia,NS,B0K,Unincorporated area,011E11,45.74270,-63.17197,Colchester,902,America/Halifax
9831,Brule Point,Nova Scotia,NS,B0K,Unincorporated area,011E14,45.75872,-63.19411,Colchester,902,America/Halifax
9832,Brule Shore,Nova Scotia,NS,B0K,Unincorporated area,011E11,45.74074,-63.23788,Colchester,902,America/Halifax
9833,Buchanans Mountain,Nova Scotia,NS,B0H,Unincorporated area,011F05,45.30524,-61.64057,Guysborough,902,America/Halifax
9834,Buckfield,Nova Scotia,NS,B0T,Unincorporated area,021A07,44.30885,-64.78989,Queens,902,America/Halifax
9835,Bucklaw,Nova Scotia,NS,B0E,Unincorporated area,011K02,46.02352,-60.97422,Victoria,902,America/Halifax
9836,Buckleys Corner,Nova Scotia,NS,B0P,Unincorporated area,021H02,45.10252,-64.69709,Kings,902,America/Halifax
9837,Buckwheat Corner,Nova Scotia,NS,B0E,Unincorporated area,011K02,46.09442,-60.86662,Victoria,902,America/Halifax
9838,Burlington,Nova Scotia,NS,B0P,Unincorporated area,021H02,45.11292,-64.81924,Kings,902,America/Halifax
9839,Burnside,Nova Scotia,NS,B0N,Unincorporated area,011E07,45.29923,-62.97399,Colchester,902,America/Halifax
9840,Burnside,Nova Scotia,NS,B3B,Unincorporated area,011D12,44.70175,-63.60051,Halifax,902,America/Halifax
9841,Burntcoat,Nova Scotia,NS,B0N,Unincorporated area,011E05,45.31196,-63.79029,Hants,902,America/Halifax
9842,Burtons,Nova Scotia,NS,B0N,Unincorporated area,011E04,45.23266,-63.57006,Hants,902,America/Halifax
9843,Bush Island,Nova Scotia,NS,B0R,Unincorporated area,021A01,44.23612,-64.37435,Lunenburg,902,America/Halifax
9844,Byers Lake,Nova Scotia,NS,B0K,Unincorporated area,011E11,45.59043,-63.41517,Colchester,902,America/Halifax
9845,Cains Mountain,Nova Scotia,NS,B0E,Unincorporated area,011F15,45.98023,-60.91631,Victoria,902,America/Halifax
9846,Caledonia,Nova Scotia,NS,B0H,Unincorporated area,011E08,45.28177,-62.39667,Guysborough,902,America/Halifax
9847,Caledonia,Nova Scotia,NS,B0T,Unincorporated area,021A06,44.37493,-65.03114,Queens,902,America/Halifax
9848,Caledonia,Nova Scotia,NS,B1A,Unincorporated area,011J04,46.18486,-59.95771,Cape Breton,902,America/Glace_Bay
9849,Caledonia Mills,Nova Scotia,NS,B0H,Unincorporated area,011F05,45.48744,-61.79840,Antigonish,902,America/Halifax
9850,Cambridge,Nova Scotia,NS,B0N,Unincorporated area,021H01,45.20094,-64.09289,Hants,902,America/Halifax
9851,Cambridge,Nova Scotia,NS,B0P,Unincorporated area,021H02,45.05725,-64.63477,Kings,902,America/Halifax
9852,Cambridge Station,Nova Scotia,NS,B0P,Unincorporated area,021H02,45.06294,-64.63544,Kings,902,America/Halifax
9853,Camden,Nova Scotia,NS,B6L,Unincorporated area,011E06,45.30348,-63.18274,Colchester,902,America/Halifax
9854,Cameron Beach,Nova Scotia,NS,B0K,Unincorporated area,011E13,45.86936,-63.72943,Cumberland,902,America/Halifax
9855,Cameron Lake,Nova Scotia,NS,B0N,Unincorporated area,011D13,44.93781,-63.91632,Hants,902,America/Halifax
9856,Cameron Settlement,Nova Scotia,NS,B0H,Unincorporated area,011E08,45.28411,-62.49360,Guysborough,902,America/Halifax
9857,Camerons Mountain,Nova Scotia,NS,B0E,Unincorporated area,011F11,45.68231,-61.03355,Richmond,902,America/Halifax
9858,Campbelldale,Nova Scotia,NS,B1K,Unincorporated area,011F16,45.90083,-60.25994,Cape Breton,902,America/Glace_Bay
9859,Campbell Hill,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.63774,-62.90441,Pictou,902,America/Halifax
9860,Campbells Mountain,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.00860,-61.19474,Inverness,902,America/Halifax
9861,Campbells Siding,Nova Scotia,NS,B6L,Unincorporated area,011E07,45.45254,-63.01562,Colchester,902,America/Halifax
9862,Campbellton,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.24843,-61.24465,Inverness,902,America/Halifax
9863,Camperdown,Nova Scotia,NS,B4V,Unincorporated area,021A07,44.26368,-64.60222,Lunenburg,902,America/Halifax
9864,Canaan,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.67460,-64.24820,Lunenburg,902,America/Halifax
9865,Canaan,Nova Scotia,NS,B0W,Unincorporated area,020P13,43.97433,-65.89613,Yarmouth,902,America/Halifax
9866,Canaan,Nova Scotia,NS,B4N,Unincorporated area,021H01,45.03102,-64.48634,Kings,902,America/Halifax
9867,Canada Creek,Nova Scotia,NS,B0P,Unincorporated area,021H02,45.16850,-64.74115,Kings,902,America/Halifax
9868,Canada Hill,Nova Scotia,NS,B0T,Unincorporated area,020P14,43.80216,-65.12313,Shelburne,902,America/Halifax
9869,Canard,Nova Scotia,NS,B0P,Unincorporated area,021H01,45.13290,-64.43576,Kings,902,America/Halifax
9870,Cannes,Nova Scotia,NS,B0E,Unincorporated area,011F10,45.63805,-60.96025,Richmond,902,America/Halifax
9871,Canning,Nova Scotia,NS,B0P,Village,021H01,45.15737,-64.42052,Kings,902,America/Halifax
9872,Canoe Lake,Nova Scotia,NS,B1K,Unincorporated area,011F16,45.87234,-60.22409,Cape Breton,902,America/Glace_Bay
9873,Canso,Nova Scotia,NS,B0H,Unincorporated area,011F07,45.33741,-60.99621,Guysborough,902,America/Halifax
9874,Cape Auguet,Nova Scotia,NS,B0E,Unincorporated area,011F06,45.48583,-61.02607,Richmond,902,America/Halifax
9875,Cape Dauphin,Nova Scotia,NS,B1X,Unincorporated area,011K08,46.32913,-60.41928,Victoria,902,America/Halifax
9876,Cape Forchu,Nova Scotia,NS,B5A,Unincorporated area,020O16,43.80636,-66.15862,Yarmouth,902,America/Halifax
9877,Cape George,Nova Scotia,NS,B0E,Unincorporated area,011F10,45.72490,-60.81965,Richmond,902,America/Halifax
9878,Cape George,Nova Scotia,NS,B2G,Unincorporated area,011F13,45.83129,-61.92640,Antigonish,902,America/Halifax
9879,Cape George Point,Nova Scotia,NS,B2G,Unincorporated area,011F13,45.86928,-61.90497,Antigonish,902,America/Halifax
9880,Cape Jack,Nova Scotia,NS,B0H,Unincorporated area,011F12,45.68189,-61.56495,Antigonish,902,America/Halifax
9881,Cape John,Nova Scotia,NS,B0K,Unincorporated area,011E14,45.79018,-63.09908,Pictou,902,America/Halifax
9882,Cape Negro,Nova Scotia,NS,B0W,Unincorporated area,020P11,43.55626,-65.45359,Shelburne,902,America/Halifax
9883,Cape North,Nova Scotia,NS,B0C,Unincorporated area,011K15,46.88455,-60.50602,Victoria,902,America/Halifax
9884,Cape Saint Marys,Nova Scotia,NS,B5A,Unincorporated area,021B01,44.08866,-66.20489,Digby,902,America/Halifax
9885,Cape Smokey,Nova Scotia,NS,B0C,Unincorporated area,011K09,46.60926,-60.39471,Victoria,902,America/Halifax
9886,Cap La Ronde,Nova Scotia,NS,B0E,Unincorporated area,011F10,45.57072,-60.91387,Richmond,902,America/Halifax
9887,Cap Le Moine,Nova Scotia,NS,B0E,Unincorporated area,011K11,46.49831,-61.07420,Inverness,902,America/Halifax
9888,Capstick,Nova Scotia,NS,B0C,Unincorporated area,011N02,47.00025,-60.50837,Victoria,902,America/Halifax
9889,Caribou,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.73275,-62.69640,Pictou,902,America/Halifax
9890,Caribou Island,Nova Scotia,NS,B0K,Unincorporated area,011E15,45.75498,-62.71797,Pictou,902,America/Halifax
9891,Caribou Marsh,Nova Scotia,NS,B1K,Unincorporated area,011K01,46.04410,-60.20264,Cape Breton,902,America/Glace_Bay
